,q1,q2,q3,q4,q5,q6,q7,q8,q9
151,1,0,1,0,0,1,0,1,0
152,0,0,1,1,0,0,0,1,1
153,1,1,1,0,1,1,0,1,1
154,1,1,1,0,1,1,0,1,1
155,1,0,0,1,0,1,0,1,0
156,1,1,1,1,0,1,0,1,0
157,0,0,0,1,0,0,0,0,0
158,0,1,1,1,1,1,0,1,1
159,0,0,0,0,0,0,0,0,1
160,0,1,0,0,0,0,0,0,0
161,1,0,1,1,0,0,0,1,0
162,0,1,0,0,0,1,0,1,0
163,0,1,1,0,0,0,0,1,0
164,1,0,0,0,0,0,0,1,0
165,1,0,0,1,0,0,0,1,0
166,1,0,0,0,0,1,1,0,0
167,1,0,0,0,0,0,0,0,0
168,0,0,1,1,0,0,0,0,0
169,1,0,1,0,0,0,0,1,0
170,0,1,1,0,0,0,0,1,0
171,1,1,1,0,0,0,0,1,1
172,0,0,1,0,0,0,0,0,0
173,0,1,1,0,0,0,1,1,1
174,1,0,1,0,0,0,1,1,1
175,0,1,0,1,0,0,1,1,1
176,1,1,0,0,0,0,0,0,1
177,0,1,1,0,0,0,0,0,1
178,1,0,1,0,0,0,1,1,0
179,0,0,0,1,0,0,0,1,0
180,1,1,0,1,0,1,0,0,1
181,1,0,1,0,0,0,0,1,0
182,0,0,1,0,0,0,0,0,0
183,0,1,0,1,0,0,0,0,1
184,1,0,1,1,0,0,0,1,1
185,1,1,0,0,0,0,1,0,1
186,0,1,1,0,0,0,1,0,0
187,0,0,1,0,0,1,0,1,0
188,1,1,1,0,0,0,1,1,1
189,1,1,1,1,1,1,1,1,1
190,1,1,0,0,0,0,1,0,1
191,1,1,0,0,0,0,0,1,0
192,1,1,1,0,0,0,0,1,1
193,1,0,1,1,0,0,0,1,1
194,1,1,1,0,0,0,0,1,1
195,1,0,1,1,1,1,1,1,1
196,1,1,1,1,0,1,1,1,0
197,0,1,1,1,0,1,0,1,1
198,1,0,1,0,0,0,0,1,1
199,0,0,1,0,0,0,0,1,1
200,0,1,1,1,0,0,1,1,0
201,0,1,1,0,0,1,0,1,1
202,1,1,1,0,0,1,0,1,0
203,1,1,1,0,0,1,0,1,1
204,0,1,0,0,0,0,1,1,0
205,1,0,1,0,0,0,1,1,0
206,1,1,1,0,0,0,0,1,1
207,0,1,1,0,0,0,0,1,1
208,1,1,1,0,0,1,1,0,0
209,1,1,1,0,0,0,0,1,0
210,1,1,1,1,0,0,0,1,0
211,1,1,1,0,0,0,0,1,1
212,1,1,1,1,1,1,1,1,1
213,1,1,1,1,0,1,1,1,1
214,1,1,1,0,0,1,1,1,0
215,0,1,1,1,0,0,1,1,1
216,0,0,0,1,0,0,0,1,1
217,0,0,1,0,0,1,0,1,0
218,1,1,1,1,1,1,1,1,1
219,1,1,1,0,0,1,1,0,1
220,0,0,0,1,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0
222,0,1,0,1,0,1,0,1,1
223,0,1,0,1,0,1,0,1,1
224,0,0,1,0,0,0,0,0,0
225,1,0,1,0,0,0,1,1,0
226,0,0,0,0,0,0,1,1,0
227,0,0,0,0,0,0,1,1,0
228,0,1,1,0,1,0,1,1,0
229,0,1,1,0,1,0,1,1,0
230,0,1,1,1,1,0,0,1,1
231,0,1,1,1,1,0,0,1,1
232,1,0,1,1,0,0,0,1,1
233,1,0,1,1,0,0,0,1,1
234,0,1,1,0,1,0,0,1,0
235,1,1,1,0,0,0,0,1,1
236,1,0,1,0,0,1,1,1,1
237,1,0,1,0,0,1,1,1,1
238,0,1,1,0,0,0,0,0,0
239,0,1,1,0,0,0,0,0,0
240,1,1,1,1,0,0,0,1,1
241,1,1,1,1,0,0,0,1,1
242,1,1,1,1,0,1,1,1,0
243,0,0,1,0,1,0,0,1,0
244,0,0,1,0,1,0,0,1,0
245,0,1,1,0,0,1,1,1,1
246,0,1,1,0,0,1,1,1,1
247,1,0,0,0,1,0,1,1,1
248,0,1,1,0,0,0,0,1,1
249,0,1,1,0,0,0,0,1,1
250,1,0,1,1,0,1,0,1,1
251,1,0,1,1,0,1,0,1,1
252,0,0,1,0,0,0,0,1,1
253,0,0,1,0,0,0,0,1,1
254,0,1,1,0,0,0,0,1,1
255,0,1,1,0,0,0,1,1,1
256,0,1,1,0,0,0,1,1,1
257,1,1,1,0,0,1,0,1,1
258,1,1,1,0,0,1,0,1,1
259,0,1,1,0,0,0,0,1,1
260,0,1,1,0,0,0,0,1,1
261,0,1,1,0,0,0,0,1,0
262,0,1,1,1,0,0,0,1,0
263,1,1,0,0,1,1,0,1,1
264,1,1,0,0,1,1,0,1,1
265,0,0,1,0,1,0,0,1,0
266,0,0,1,0,1,0,0,1,0
267,0,0,1,0,0,0,1,1,0
268,0,0,1,0,0,0,1,1,0
269,0,1,1,0,0,0,0,1,1
270,0,1,1,0,0,0,0,1,1
271,1,0,0,0,0,1,1,1,0
272,1,0,0,0,0,1,1,1,0
273,0,0,0,0,0,0,0,1,1
274,0,0,1,0,0,0,1,1,1
275,0,1,0,1,0,0,1,0,1
276,1,0,0,1,0,0,0,1,0
277,1,0,0,1,0,0,0,1,0
278,1,1,1,0,0,0,0,1,0
279,1,0,1,0,1,0,1,1,0
280,1,0,1,0,1,0,1,1,0
281,0,1,0,0,0,1,0,0,1
282,0,0,1,0,0,1,0,0,1
283,0,1,0,0,0,0,0,0,0
284,1,0,0,0,0,0,0,0,0
285,1,0,0,0,0,0,0,1,0
286,0,1,1,0,0,0,1,1,1
287,0,0,0,1,0,1,0,1,0
288,0,0,0,0,1,0,0,0,0
289,1,1,1,1,0,0,0,1,1
290,0,1,1,0,0,0,0,1,1
291,1,1,1,0,0,0,0,0,0
292,0,1,1,1,0,0,0,1,0
293,1,1,1,0,0,0,0,1,0
294,0,1,1,1,1,1,1,1,1
295,0,0,0,0,1,0,0,1,1
296,0,0,1,1,0,0,0,1,1
297,1,0,1,1,0,1,0,1,0
298,0,1,1,1,1,1,1,1,1
299,0,1,1,0,0,0,0,0,0
300,1,1,1,1,0,0,0,1,1
301,0,0,1,1,0,0,0,1,1
302,0,0,1,0,0,0,0,1,1
303,1,1,0,0,0,0,0,1,1
304,1,0,0,0,0,0,0,0,1
305,0,0,1,0,0,0,1,0,0
306,1,1,1,1,0,0,0,1,1
307,0,1,0,0,1,0,0,1,1
308,0,0,1,1,0,0,0,1,1
309,0,1,1,0,0,0,0,1,1
310,0,0,0,0,0,0,0,0,0
311,0,0,0,0,1,0,0,0,0
312,0,1,1,0,0,0,0,1,0
313,0,1,1,1,0,0,0,1,1
314,1,1,0,0,1,0,1,1,1
315,1,0,0,0,0,0,1,0,1
316,0,1,1,0,0,0,0,1,1
317,0,0,0,1,0,1,1,1,1
318,1,0,1,1,0,0,0,1,1
319,0,1,0,0,0,0,0,0,1
320,0,0,0,1,0,0,0,1,0
321,0,0,0,0,0,1,1,1,1
322,1,0,1,0,0,0,1,1,1
323,0,0,1,0,0,0,0,0,1
324,1,0,1,0,1,1,0,1,1
325,1,1,1,1,0,1,1,1,1
326,1,1,1,1,0,1,0,1,0
327,1,0,1,0,0,1,0,1,1
328,0,0,0,0,0,0,0,1,1
329,1,1,1,1,0,0,0,1,1
330,1,0,0,0,0,0,0,1,1
331,1,0,1,0,0,0,0,1,0
332,1,1,1,0,1,1,0,1,1
333,1,0,1,1,0,1,0,1,1
334,1,0,1,1,0,1,0,1,1
335,1,1,1,1,0,0,0,1,0
336,0,0,0,0,0,0,0,1,1
337,1,1,1,0,1,1,0,1,1
338,1,1,1,1,0,1,1,1,1
339,1,0,1,1,1,1,0,1,1
340,1,0,1,0,0,0,1,1,0
341,1,1,0,0,0,0,0,1,1
342,1,1,1,1,1,0,0,1,0
343,0,0,1,0,0,0,0,1,1
344,1,0,1,1,0,0,0,1,1
345,1,0,1,1,1,0,0,1,1
346,1,1,1,0,0,1,0,1,1
347,1,1,1,1,0,1,1,1,1
348,1,1,1,1,1,1,1,1,1
349,0,1,0,1,0,1,1,1,1
350,1,1,1,1,1,1,1,1,1
351,1,1,1,0,0,0,1,1,0
352,0,0,0,1,1,0,1,1,1
353,1,1,1,1,1,1,0,1,1
354,1,0,1,1,0,1,0,1,1
355,1,1,0,1,0,0,0,1,1
356,1,1,1,1,0,1,0,1,1
357,1,1,1,0,0,0,1,1,0
358,1,1,1,0,1,0,1,1,1
359,1,0,0,0,0,0,0,1,0
360,1,1,1,0,0,0,0,1,1
361,1,1,1,1,1,1,1,1,1
362,1,0,1,0,0,1,1,1,1
363,1,1,1,1,0,0,0,1,1
364,1,1,1,0,0,1,1,1,1
365,1,1,1,1,0,1,0,1,1
366,1,1,1,1,1,1,0,1,1
367,1,0,1,1,0,0,0,1,0
368,1,0,1,0,0,0,1,1,0
369,1,1,1,1,0,1,1,1,1
370,0,0,0,0,0,0,0,0,0
371,1,1,1,1,1,1,1,1,1
372,1,1,1,1,0,1,0,1,1
373,1,0,1,0,0,0,0,0,1
374,1,0,1,0,0,1,0,1,1
375,0,0,1,0,0,1,0,0,0
376,1,0,1,0,0,0,0,1,1
377,0,0,1,0,1,0,0,1,0
378,1,1,1,0,0,0,1,0,1
379,1,1,1,1,0,1,0,1,1
380,1,0,0,0,0,1,0,1,1
381,1,0,0,0,0,1,1,1,1
382,1,1,1,1,0,1,1,1,1
383,1,1,1,0,0,0,0,1,1
384,1,0,1,1,1,1,1,1,1
385,1,0,1,1,1,0,1,1,1
386,1,0,0,1,1,1,1,1,1
387,1,0,1,0,1,1,0,1,1
388,1,1,1,0,0,1,1,1,1
389,0,0,0,0,0,1,0,0,1
390,1,0,0,0,0,0,0,1,1
391,0,0,1,0,0,0,0,1,1
392,1,0,1,1,0,1,0,1,1
393,1,0,1,0,0,1,1,1,1
394,0,0,1,0,0,0,0,1,1
395,1,0,0,0,0,0,0,1,0
396,1,0,1,1,0,1,0,1,1
397,0,0,1,0,1,0,0,1,1
398,1,1,1,0,0,1,1,1,1
399,1,0,1,1,0,1,0,1,1
400,1,0,1,0,0,0,0,1,1
401,1,1,1,0,0,0,0,1,1
402,1,1,1,1,1,1,1,1,1
403,1,1,1,1,0,0,0,1,1
404,1,0,1,0,0,1,0,1,1
405,0,1,0,0,0,0,0,1,1
406,0,0,0,0,0,0,0,0,1
407,1,0,0,0,0,0,0,1,1
408,1,1,1,0,0,1,0,1,1
409,1,1,1,1,0,0,0,1,1
410,0,1,1,1,0,0,1,1,1
411,0,0,1,1,1,1,0,1,1
412,0,0,1,0,0,0,0,1,1
413,0,0,1,0,0,0,0,1,1
414,1,1,1,0,0,1,0,1,1
415,1,1,1,0,0,1,0,1,1
416,0,0,0,0,0,1,1,1,1
417,1,1,1,1,0,0,0,1,1
418,1,1,1,1,1,1,1,0,1
419,0,1,1,0,0,0,0,1,1
420,1,0,1,1,0,1,0,1,1
421,1,1,1,1,0,0,0,1,1
422,1,1,0,1,0,1,0,1,0
423,1,1,0,1,0,0,0,1,1
424,0,1,1,0,0,0,0,1,0
425,1,1,1,0,0,1,0,1,1
426,0,0,1,0,0,0,1,1,1
427,1,0,1,0,0,1,0,1,1
428,1,0,1,0,0,0,0,1,1
429,0,0,1,1,0,0,0,1,1
430,0,1,1,0,0,0,1,1,1
431,0,1,1,0,0,1,1,1,1
432,0,0,1,0,0,1,0,1,0
433,1,1,1,1,1,1,1,1,0
434,1,1,1,1,0,1,1,1,1
435,1,0,1,1,1,1,1,1,1
436,0,0,0,1,0,0,0,1,1
437,1,0,1,0,0,0,0,1,1
438,1,0,1,0,0,1,1,1,1
439,1,1,1,0,0,1,1,1,1
440,1,0,1,1,1,0,0,1,1
441,1,0,1,1,1,0,0,1,1
442,0,1,1,1,0,0,0,1,1
443,0,0,1,1,0,0,0,1,1
444,1,0,1,1,0,0,0,1,1
445,1,1,1,0,1,0,1,1,1
446,0,0,1,1,1,0,0,1,1
447,0,1,1,1,0,0,0,1,1
448,1,0,1,1,0,0,1,1,1
449,1,0,0,1,1,0,1,1,1
450,1,1,1,1,0,0,0,1,1
451,1,1,1,1,1,0,0,1,1
452,1,0,1,0,0,0,0,1,1
453,1,1,1,1,1,0,0,1,1
454,1,0,1,1,0,0,0,1,1
455,0,0,1,0,0,0,0,0,1
456,1,0,1,0,1,1,0,1,1
457,1,1,1,0,1,0,1,1,1
458,1,1,1,0,1,0,0,1,1
459,0,0,1,1,1,0,0,1,0
460,0,0,0,0,0,0,0,0,0
461,0,1,1,0,0,0,0,1,1
462,0,1,1,0,0,0,0,0,0
463,0,0,1,1,0,0,1,0,0
464,0,0,0,1,0,1,0,0,0
465,0,0,1,0,1,0,1,1,0
466,0,1,1,1,0,0,1,1,1
467,0,1,1,1,0,0,1,1,0
468,0,1,1,1,0,0,0,1,0
469,0,1,0,1,0,0,0,1,1
470,0,1,1,1,1,0,1,0,0
471,0,1,1,1,0,0,0,1,1
472,1,0,0,0,0,0,0,0,0
473,1,0,1,0,0,0,0,1,0
474,0,0,1,0,0,0,0,0,1
475,1,1,1,0,1,0,1,1,0
476,0,0,0,0,0,0,0,1,0
477,0,1,0,0,0,1,0,1,1
478,0,0,1,0,1,0,1,1,0
479,1,1,1,1,0,0,1,1,1
480,0,1,0,0,0,0,0,0,1
481,1,1,1,0,1,1,0,1,1
482,1,1,0,1,1,0,0,1,0
483,1,1,1,1,0,0,1,1,1
484,0,0,0,0,0,1,0,1,1
485,1,0,1,0,0,1,1,1,1
486,1,1,1,1,1,1,0,1,1
487,1,1,1,1,0,1,1,1,1
488,1,0,1,0,1,1,0,1,1
489,0,0,1,0,0,0,0,1,1
490,1,0,0,0,0,1,0,1,1
491,0,0,1,0,0,1,1,1,1
492,1,1,1,1,1,1,0,1,0
493,1,0,1,1,0,1,0,1,1
494,1,1,1,1,0,0,0,1,1
495,1,0,1,0,1,1,0,0,0
496,1,0,1,0,0,0,0,1,1
497,1,0,1,1,0,1,0,1,1
498,1,0,1,1,0,0,0,1,1
499,1,0,0,1,0,0,0,0,1
500,1,1,1,0,0,0,1,1,0
501,0,1,0,0,0,0,0,1,1
502,1,1,1,1,0,0,0,1,1
503,1,1,1,1,0,0,0,1,1
504,0,0,1,1,0,0,0,1,1
505,0,1,1,0,0,1,1,1,1
506,1,0,1,1,1,1,0,1,1
507,1,1,1,1,1,1,1,1,1
508,1,0,1,0,0,0,0,1,1
509,1,1,1,0,1,1,0,1,1
510,1,0,1,0,0,0,1,1,1
511,1,1,1,1,0,0,1,1,1
512,1,1,1,1,1,1,0,1,1
513,1,0,1,1,0,1,0,1,1
514,1,1,1,1,0,1,0,1,0
515,1,0,1,0,0,1,0,1,0
516,1,0,1,1,0,0,0,1,1
517,1,0,1,0,0,1,0,1,1
518,0,0,0,0,0,0,0,1,1
519,0,0,1,1,0,0,0,1,1
520,1,1,1,0,0,0,0,1,1
521,1,1,1,0,0,0,1,1,1
522,1,0,1,0,0,1,0,1,1
523,1,1,1,1,1,1,0,1,0
524,1,1,1,1,1,1,1,1,0
525,1,1,1,1,0,1,1,1,1
526,1,1,1,0,1,1,0,1,0
527,1,1,1,0,0,0,0,1,0
528,1,1,1,0,0,1,1,1,1
529,1,1,1,0,1,1,0,1,0
530,1,0,1,0,0,0,1,1,0
531,0,1,1,0,1,1,1,1,0
532,0,1,1,0,0,0,1,1,0
533,0,1,1,0,0,1,1,1,1
534,1,1,0,1,0,1,0,1,0
535,1,1,1,1,0,1,0,1,0
536,1,1,1,1,1,1,1,1,0
537,0,0,0,0,0,0,0,1,1
538,1,1,1,1,0,1,0,1,0
539,1,1,1,1,0,1,0,1,1
540,1,0,1,1,0,1,0,1,1
541,1,1,1,1,1,1,0,1,1
542,1,0,0,1,0,0,1,1,1
543,1,0,1,1,1,0,0,0,0
544,1,1,1,1,0,1,1,1,1
545,0,0,1,0,1,0,0,1,0
546,1,1,1,1,0,0,0,1,1
547,1,1,1,0,0,0,1,1,1
548,1,1,1,1,1,1,1,1,1
549,1,1,1,1,1,1,1,1,0
550,1,0,0,1,1,0,0,0,1
551,1,0,1,0,0,1,1,1,0
552,1,0,1,1,0,0,0,1,1
553,1,1,1,1,0,1,0,1,1
554,1,1,1,1,1,0,0,1,1
555,1,1,1,0,0,1,0,1,1
556,1,1,1,1,0,1,1,1,1
557,1,1,1,0,1,1,0,1,0
558,1,1,1,1,1,0,0,1,1
559,1,0,0,0,0,0,0,1,1
560,1,1,1,1,1,1,1,1,1
561,1,1,1,0,0,1,1,1,1
562,1,0,1,0,0,0,0,1,1
563,1,1,1,0,1,0,0,1,0
564,1,1,1,0,0,0,1,1,1
565,1,0,1,1,0,1,1,1,1
566,1,1,1,0,0,0,1,1,1
567,1,1,0,0,0,1,0,1,0
568,0,0,1,1,1,0,0,1,1
569,1,1,1,0,1,1,1,1,1
570,1,1,1,0,0,0,0,1,0
571,1,1,1,0,1,0,0,1,0
572,1,1,1,0,0,0,0,1,1
573,1,1,0,1,0,0,0,1,1
574,1,1,1,1,1,1,1,1,1
575,1,1,0,1,0,1,1,1,0
576,1,0,1,1,0,1,0,1,0
577,1,0,1,0,0,1,1,1,1
578,1,1,1,0,0,0,0,1,1
579,1,0,1,1,0,1,0,1,1
580,1,1,1,1,0,0,1,1,1
581,1,1,0,0,0,1,1,1,0
582,1,0,1,1,1,0,1,1,1
583,1,0,1,0,0,0,1,1,1
584,1,1,1,1,0,0,0,1,1
585,1,0,1,0,0,0,1,1,1
586,1,1,0,1,1,0,0,1,0
587,1,0,1,1,0,1,0,1,1
588,0,0,1,1,1,0,0,1,1
589,1,0,1,1,1,0,1,1,1
590,1,1,1,1,1,0,0,1,1
591,1,1,1,1,1,1,1,0,1
592,1,1,0,1,0,0,0,1,0
593,1,0,1,0,0,0,0,1,1
594,1,1,1,1,0,0,1,1,1
595,1,1,1,1,1,1,0,1,1
596,1,1,1,1,0,1,1,1,0
597,1,1,1,1,1,1,0,1,1
598,1,1,1,0,1,1,0,1,1
599,1,1,1,1,0,0,0,1,1
600,1,1,1,0,1,1,0,1,0
601,0,0,1,0,0,0,0,1,1
602,1,1,1,0,0,1,0,0,1
603,1,1,1,1,0,1,0,1,0
604,1,0,0,0,0,0,0,0,1
605,1,1,1,1,0,1,0,1,1
606,1,1,1,0,0,1,0,1,1
607,1,1,1,0,0,1,1,1,1
608,1,1,1,1,0,0,0,1,1
609,0,1,1,0,0,0,0,1,0
610,1,1,1,1,1,0,0,1,1
611,1,0,1,1,0,0,0,1,1
612,0,0,1,1,0,1,0,0,1
613,1,1,1,0,1,1,0,1,1
614,0,0,1,0,0,1,0,1,1
615,1,1,1,1,0,0,0,1,1
616,0,0,0,0,0,0,0,1,1
617,1,0,1,0,1,1,0,1,1
618,1,1,1,1,0,1,0,1,1
619,1,1,1,1,1,1,0,1,1
620,1,0,1,0,0,0,1,1,0
621,0,1,1,0,0,0,0,1,0
622,1,0,1,1,0,1,0,1,1
623,1,1,1,1,0,1,0,0,0
624,1,1,0,1,0,1,0,1,1
625,1,0,0,1,0,0,0,1,1
626,1,1,1,1,1,1,0,1,1
627,0,1,1,0,0,1,0,1,1
628,1,0,1,0,1,1,0,0,0
629,1,1,1,1,0,0,0,1,0
630,1,0,1,1,0,1,0,1,1
631,1,1,0,0,0,0,0,1,1
632,1,0,1,1,0,1,0,1,1
633,1,1,1,0,0,0,0,0,1
634,1,1,1,1,0,0,1,1,1
635,1,1,0,1,0,0,0,1,1
636,0,0,1,0,0,0,0,1,1
637,1,0,1,0,0,1,0,0,0
638,1,0,1,0,0,1,1,1,1
639,1,0,0,0,0,0,1,1,1
640,1,1,1,0,0,0,0,1,1
641,1,1,1,1,0,1,0,1,1
642,1,1,1,1,0,1,0,1,1
643,0,0,1,0,0,0,0,1,1
644,1,1,1,1,1,1,0,1,1
645,0,0,0,0,0,0,0,0,0
646,1,1,1,0,0,0,1,1,0
647,1,0,1,1,0,1,1,1,0
648,1,1,1,0,0,0,0,1,1
649,0,0,1,0,1,0,0,1,1
650,1,0,1,0,0,1,0,1,1
651,1,1,1,0,0,0,0,1,1
652,1,0,1,1,0,0,0,1,1
653,1,1,1,1,0,0,0,1,1
654,1,0,1,0,0,1,0,1,1
655,0,0,0,0,0,0,0,1,1
656,1,0,0,1,1,1,0,1,1
657,1,0,1,0,0,0,0,1,1
658,0,1,1,0,0,0,0,0,0
659,1,1,1,1,0,0,1,1,1
660,0,0,1,1,0,0,0,1,1
661,1,0,1,1,0,0,0,1,1
662,1,1,1,0,0,0,0,1,1
663,1,0,1,1,0,1,0,1,1
664,0,0,1,1,0,1,0,0,0
665,1,0,1,0,0,1,0,1,1
666,1,1,1,0,1,1,1,1,1
667,1,0,1,0,0,0,0,1,0
668,1,1,1,1,0,1,0,1,1
669,1,1,1,0,0,0,0,1,1
670,1,0,1,1,1,0,1,1,1
671,1,0,1,0,0,0,0,1,1
672,1,1,1,0,0,1,0,1,1
673,1,1,1,0,0,1,0,1,1
674,0,0,1,0,0,1,0,0,0
675,0,0,0,1,0,1,0,0,1
676,0,1,1,1,0,1,1,1,0
677,0,0,1,0,0,0,0,1,1
678,1,0,1,0,0,1,0,1,1
679,1,1,1,1,0,1,1,1,1
680,0,0,1,0,0,0,1,0,1
681,0,0,1,0,1,1,0,1,1
682,1,1,1,0,0,0,1,1,1
683,1,0,1,1,0,1,0,1,1
684,0,0,1,1,0,0,0,1,1
685,1,1,1,1,1,0,0,1,1
686,0,0,1,0,0,0,1,1,1
687,1,1,1,0,0,1,1,1,1
688,0,1,1,1,1,0,1,1,1
689,1,1,1,1,1,1,0,1,1
690,1,1,1,0,0,1,1,1,1
691,0,0,1,1,0,0,0,1,0
692,1,1,1,0,0,1,0,1,1
693,0,0,1,0,0,0,0,1,1
694,1,1,1,1,1,1,0,1,1
695,1,1,1,1,0,1,0,1,1
696,1,0,1,0,1,1,0,1,1
